Text,Post Link
"**это в корне неверно:)** - Сказавши ""А"", неплохо бы сказать и ""Б""...  Даже если пишу демон, который полностью отключается от терминала, то всё равно, дескриптор ""ноль"" это будет дескриптор stdin. Просто там будет прописано, что он отключен. Но НИКОГДА в дескрипторе ""ноль"" не будет располагаться описание файла, открытого в прикладной программе, по вызову open().","619679"
"В css точек нет перед классами. И сделай сниппет!","609726"
"@Vadizar, все ваши ответы по рекомендации godlike.css без упоминания что это ваш велосипед - если честно на грани спама.","609932"
"я не достаточно подробно обьяснил? Я просто попросил помочь переписать/оптимизировать js код.","619456"
"кто мигает? что мигает? как мигает? у меня ничего не мигает. что я делаю не так? Странный непонятный вопрос и не менее ужасный непонятный ответ","619747"
"@Vadizar `по ссылке не однозначного ответа. Тем более тот вопрос закрыт.` - и что вам подсказывает логика, раз он закрыт?","621396"
"@Vadizar, вообще-то в вопросе сказано, что input должен занимать 90% оставшегося пространства. Даже картинка с разметкой есть. Никаких концов блока. А в твоём говнокоде инпут вообще уходит за границу блока вправо.","498382"
"@Vadizar Кстати использовать polyfill для старых браузеров — тоже адекватное решение. Поэтому мне кажется вы скорей любите ""антиквариат"", чем ориентируетесь на практическую пользу в своих решениях.","620463"
"Что, домашнее задание лень делать? Покажите, что у вас есть, что конкретно вызывает затруднения. Задание не видится хоть сколько-то сложным.","610273"
"Более продвинутый уровень? Какой компилятор Вы мне посоветуете? хм...","610152"
"дальше читаете javadoc и реализуете методы как там описано","610751"
"дайте конкретный пример, что вам не понятно. конкретный метод.","610751"
"обезьяна демонстрирует проявления интеллекта? однако наверняка забыла сколько попугаев в удаве. @OlmerDale вы ведь не только ответ знаете, да? но и версию установленной у вас nodejs ?","611033"
"А мне не нужно и читать лень...","611512"
"Если код ваш, то вам и комментировать. Если код не ваш, то это не ваша и не наша забота) Если код не ваш, а вы хотите присвоить его себе, то страдайте :)","612136"
"3 вопроса по типу троллинга за 10 минут. Уважаемый или обкурился или это бот.","612744"
"Поздравляем, вы нашли никому не известную и никому не нужную и не интересную фичу.","612744"
"@Ilnyr   ""Так в чем же разница между постфиксным и префиксным инкрементом в данном случае (в цикле for)?"" - Я думаю, что в этот момент вся аудитория должна с открытыми ртами, затаив дыхание, пристально смотреть в глаза лектора, и ждать от него в любую секунду чуда!:)","612744"
"А самому поискать нельзя? Может кто-то найдёт за вас","612475"
"Меньше слов - больше кода. Так понятней будет. :)","613634"
"Прости, но ты задолбал с такими вопросами:) У меня всё скролится нормально. Или загружай гифку, где пользователи увидеть проблему, либо свой код, который покажет её каким-то образом. Но во всяком случае, я проблемы не вижу никакой","615552"
"Вы плохо читаете мануал, вообще закрытыми глазами, читайте пока не поймете. Придел и Предел - оба существуют, просто промазал.","617510"
"С чего ты взял? контроллер никак не мешает","619385"
"Поколение ойфон пытается кодировать - жесть ваще...","307091"
"Открываем CSS3 @media запросы и читайте, пока не поймете.","623533"
"разве так сложно прочитать документацию? http://jquerybook.ru/api/DOM-Insertion-Outside-c39.html","622919"
"вы пробовали решить задачу самостоятельно?","622919"
"""Гугл не помог"", да ладно? Не верю. Вбейте в гугл заголовок вашего вопроса. [Вики](https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%B4%D0%B0%D1%87%D0%B0_%D0%BE_%D0%BA%D1%80%D0%B0%D1%82%D1%87%D0%B0%D0%B9%D1%88%D0%B5%D0%BC_%D0%BF%D1%83%D1%82%D0%B8)","622544"
"А в чем вопрос? Очередной - мне лень гуглить, поэтому быстренько мне все перечислите, да не просто а с ЗА и ПРОТИВ, а я на досуге пробегусь.","621130"
"Вы - такой крутой программист, столько всяких разных терминов знаете, а спрашиваете совершенно субъективные мнения. Я, вот, поражаюсь, откуда появляются такие крутые программисты? Я по наивности думал, что по крайней мере репутация на SO  у них должна зашкаливать, ведь столько знают! Ан, нет. Прямо загадка природы какая-то!","626288"
"@ОлегПетрив  Так я ничего и не написал. Я просто проголосовал, чтобы вопрос был закрыт. Ну, не понимаю я таких крутых программистов, как вы!","626288"
"Давай тест ""на динозавра"" проведем. Применяешь ли ты отрицательные маржины или нет, ммммм?","625269"
"Тогда наоборот: с меня знания, с Вас - деньги.","624941"
"Тогда определённо можно договорится по типу бартера.","624941"
"С такой грамматикой не стоит. Результата не будет.","624853"
"@PetSerAl а в каких еще языках есть `System.out.println` ?","629585"
"Как вы уже пытались решить задачу, что именно не получается? В текущем виде ответ на ваш вопрос стоит от 1500 р. - выполнение задания по программированию для нуждающихся. Если вы не хотите учится, за вас мало кто захочет это делать за плюсики.","628269"
"А теперь еще раз - что нужно сделать? И какие у Вас возникли трудности?","628269"
"На StackOverFlow не принято решать задачи за студентов.","628269"
"Где Ваш вариант решения, или Вы желаете чтобы за Вас все сделали?","628121"
"Чем отличаются лишние данные от измененных? Вообще, здесь отвечают на вопросы. Выполнением задач по заданным требованиям занимаются на фрилансе.","627102"
"первая [ссылка](http://cybern.ru/count-sort-java.html)  в [гугле](https://www.google.ru/search?q=%D1%81%D0%BE%D1%80%D1%82%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0+%D0%BF%D0%BE%D0%B4%D1%81%D1%87%D0%B5%D1%82%D0%BE%D0%BC&rlz=1C1CHBF_enRU732RU732&oq=%D1%81%D0%BE%D1%80%D1%82%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0+%D0%BF%D0%BE%D0%B4%D1%81%D1%87%D0%B5%D1%82%D0%BE%D0%BC&aqs=chrome..69i57&sourceid=chrome&ie=UTF-8#newwindow=1&q=%D1%81%D0%BE%D1%80%D1%82%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0+%D0%BF%D0%BE%D0%B4%D1%81%D1%87%D0%B5%D1%82%D0%BE%D0%BC+java&*)","632688"
"Возможно, если вы не можете сделать тестовое задание, вам еще рано работать в этой компании? ;)","632569"
"@Roman бесполезный вопрос, который никому не нужен. Да еще, по сути, предлагается гадание на кофейной гуще","632062"
"берешь каждое из названий, вбиваешь в поисковик, добавляешь в конце `jar скачать`, открываешь выданные ссылки и качаешь","632033"
"А в гугле не пробовали вбивать полные названия пакетов?","632033"
"Кстати, запрос в гугле ""inet_aton ardunio"" предлагает варианты решения ...","631206"
"Ну вот и спрашивай тогда себя, а не нас. Мы не знаем, что за кривой код в твоем классе","630750"
"Написать программу","630400"
"Как вы пытались решить эту проблему? Что у вас не получилось?","630400"
"судя по вопросу ответ: написать код... А если серьезно то покажите ваши попытки решить данную задачу","630302"
"Ох как вы своих ошибок не хотите признавать. :D","623293"
"@VostokSisters в первом вопросе вы сами накосячили, в этом вопросе проблема наблюдается только у вас (и может ещё у автора этого ответа), так что не надо на фаерфокс гнать, он хороший :)","623293"
"Я писал где-то в комментарих к тому вопросу. Кстати, я бы мог рассказать про кучу багов в реализации флексбокса в Chrome, но это всё ещё бессмысленно, как и все комментарии тут и ваше горение.)","623293"
"@defaultlocale ТС оказывается вопрос упёр :) Ну, понятно. То-то я думаю, где-то видел уже подобное.","623285"
"@SashaOmelchenko чувак, как ни странно я знаю что такое поля input type=hidden и для чего они) я спрашивал зачем это применили в данном случае","628705"
"`(!small) and (damn-small), (omfg)` серьезно? Не знаю где вы это взяли, но дочитайте оригинальный ответ до конца http://stackoverflow.com/questions/25759046/iphone-6-and-6-plus-media-queries/25759240#25759240","628671"
"@Flowneee в каждой бочке затычка что ли ? умничай в другом месте !","624817"
"@Flowneee у нас скорой третья мировая будет, какие нах правила ? очнись !","624817"
"да пусть сидят и тыкают, что им еще делать? не жену же тыкать","624817"
"я вижу тут 3 колонки","630047"
"@alexolut про конструктор по умолчанию и инициализацию полей, я в вопросе тоже ничего не писал, но это тебя не остановило. Ты решил подробнее залезть, я подробнее обьяснил. В вопросе же я использую упрощенную задачу, решив которую я легко это решение портирую на СВОЮ задачу. В чем проблема?","626145"
"А еще эти уебки поставили столько минусов....Вокруг одни хуесосы...Сверху реклама ""Не стесняйтесь задавайте свои вопоосы"" а тут рейтинг...Вопросы конечно будут глупыми...Если бы все были умными то вопросов и не было бы.И какие то отпрыски свиноматок(я про агрессивных людей сверху которые требовали код и писали про гаагу).Я написал название книги мрази тупорылые, если так нужен код можете скачать книгу.Это реально стремный сайт...Рейтинг...О Господи...Какой хуесос придумал такое.И где модераторы...","629169"
"*>Если уж решили сделать мегаответ - логично было бы указывать версии питона с которых это работает хотя бы если фичи не работают в 2.7.* Ну я тоже могу сделать вопрос-ответ на какую-то показавшуюся мне нужной говнофичу какой-то либы, дальше что?","594652"
"@SLy_huh не ""маловероятно"", а единственный осмысленный вариант.","622629"
"[Чуть не забыл](http://bash.im/quote/429946)","622785"
"сосать фалосы это не профессиия","628474"
"знаешь а я ведь даже не стал ебать твою спидозную заразную шлюху мамку","628474"
"Офигеть просто. Спасибо большое. Как же я ненавижу эту шарагу под названием FireFox... Все такие из себя ""мы веб, мы про веб, мы для веба"", но сами отстают почти также, как Эксплоер Майкрософт.","623293"
"Предполагаю, что при достаточном интеллекте можно начать ответ с конкретных рекомендаций, а дальше - сообразно логике ответов.","631416"
"Бесят  дауны, которые минусуют вопрос. Что в нем нн так. Дебилы долбанные. Главное ни одного ответа.","626022"
"То тепер я повинен вчити рос. щоб мені мож тут задавати питання бо я тут не по тиматиці?? шо серйозно мова настільки важлива для тебе шо тобі впадло дати відповіть на питання ти або тупий кодер який хіба обговорює код точніше обсирає його або ти тупий користувач який зарегався і нічорнте не вміє.Не знаєш/не хочеш постав - у йди на хрин","626962"
"@VladfromMoscow я понимаю, что делает код. Я привел пример, как не будет работать и как сделать по-другому, потому что для таких непробиваемых как вы, не будет ясно в чем проблема.","626933"
"сосать фалосы это не профессиия","628474"
"знаешь а я ведь даже не стал ебать твою спидозную заразную шлюху мамку","628474"
"а ещё у него маленькая писька","628474"
"В бан тебя, дурак","628474"
"даун малолетний комменты удаляет","628474"
"Это типа заявка вида ""Вперёд, холопы!""?","633013"
"Вы можете пояснить, к чему вы здесь показываете эту дебильную функцию, написанную тем, кто не умеет писать код, и тем самым отвлекаете других?!","630061"
"XFuscator строит код, который делает бессмысленные отвлекающие манипуляции переменными, а потом просто загружает байт-код.  Вам не надо ковыряться в этом отвлекающем коде - просто перехватите вызов к loadstring и получите байт-код в готовом виде.  Сложность в понимании байт-кода.  Вызывайте `luac -l -l файл_с_байт-кодом` и фтыкайте.  Байт-код не совместим с другими версиями Lua, и этим плох XFuscator.  Фтыкать в байт-код нужно на той же версии (версия луа определяется по пятому байту байт-кода: 0x51 = Lua 5.1).  Для Lua 5.1 есть декомпилятор, строящий по байт-коду более читаемый Lua исходник.","523656"
"То тепер я повинен вчити рос. щоб мені мож тут задавати питання бо я тут не по тиматиці?? шо серйозно мова настільки важлива для тебе шо тобі впадло дати відповіть на питання ти або тупий кодер який хіба обговорює код точніше обсирає його або ти тупий користувач який зарегався і нічорнте не вміє.Не знаєш/не хочеш постав - у йди на хрин","626962"
"Бесят  дауны, которые минусуют вопрос. Что в нем нн так. Дебилы долбанные. Главное ни одного ответа.","626022"
"@АлексейШиманский, попадать в такт зависит от чувства ритма, а не от нотной грамоты.  Но я будучи студентом консерватории, разбираюсь и в этих тонкостях музыки, так что можешь пойти туда, куда обычно тебя отправляют :)","622575"
"А пидарасы, как я вижу, тут развиваются. В принципе по поводу форума.","614423"
"@SLy_huh Ой. Столько только окинуть взором обширные стада похапешников, как сразу станет ясно - развитие со знаком минус бывает, и еще какое.","625580"
"сосать фалосы это не профессиия","628474"
"знаешь а я ведь даже не стал ебать твою спидозную заразную шлюху мамку","628474"
"а ещё у него маленькая писька","628474"
"даун малолетний комменты удаляет","628474"
"То тепер я повинен вчити рос. щоб мені мож тут задавати питання бо я тут не по тиматиці?? шо серйозно мова настільки важлива для тебе шо тобі впадло дати відповіть на питання ти або тупий кодер який хіба обговорює код точніше обсирає його або ти тупий користувач який зарегався і нічорнте не вміє.Не знаєш/не хочеш постав - у йди на хрин","626962"
"нема на укрїнському це так принципово розводити дебати стовсовно мови і оформлення коду ??? я не написав його в один рядок.Можете допомогти допоможіть а забирати час на дурні коментарі не потрібно (стосовно оформлення)","626962"
"Взяли мне репутацию подосралли.....","628626"
"@Mars, в этом и суть юмора: здесь полно однотипных пользователей, которые не хотят разбираться ни в чём, но при этом хотят чего-то от других. Здесь НЕ решают задачи за вас, а отвечают на более существенные вопросы, далеко за пределами тупых лабораторных работ.","534307"
"@VladimirovAlexey Некорректными выглядят `@OneToOne`, `@Formula` и т.п. - ибо в терминах MySQL это локальные переменные. Опять же - соединяются таблицы, т.е. все целиком, и только потом из них выгребаются нужные поля, неважно, одно, два или все.","626984"
"@user1056837 я смотрю кто-то считает себя всезнайкой...ну-ну","628946"
"я вашу маму ебал гандони кто голосовал <против>","631879"
"@PeGaS Негодуешь, видимо потому, что ты тормоз. Учи мат.часть!!","630094"
"@PeGaS Негодуешь, видимо потому, что ты тормоз. Учи мат.часть!!","630094"
"Бесят  дауны, которые минусуют вопрос. Что в нем нн так. Дебилы долбанные. Главное ни одного ответа.","626022"
"Влад, кривая не тема, а руки того, кто кучу ненужных плагинов устанавливал. Тема была рабочей, я сам лично добавлял товары и изображения к ним. Если не можете помочь, ввиду кривых мозгов, не нужно мусорить своими комментариями. Здесь люди обращаются за помощью, а не за поиском виновных.","627482"
"""Поиски в гугле особо ничего не дали"". Так я вас научу: набираете в строке запроса заголовок вашего вопроса, то есть ""Функции с переменным числом параметров в Java"", и первая же ссылка рассказывает, что к чему.","273513"
"@Мия - Вы что-нибудь слышали о циклах?","628408"
"Да плевать мне и на это сообщество, и на общество в целом. Здесь есть вопрос, я дал ответ. Все. Не нравится? Удаляйте коммент.","628991"
"Не нужно сразу искать изьяны везде, раз у вас не все хорошо. Кхм ... о сабже - книгу наверняка делали для преподавания теории. Если там закралась ошибка значит ее нужно решить, а не спихивать на окружающих. + ваши ""картинки"" никак не помогут определить причину беды. Как говорится - ""Show us the code""","629169"
"Сразу в Гаагу быть может?","629169"
"Данный вопрос следует закрыть, потому что вопрос из серии ""напишите за меня код"", при этом ещё и плохо сформулированный.","621992"
"и чего, только изучать начали и уже решили, что ваши программы все бросятся декомпилировать ?С таким отношением лучше не беритесь изучать, идите в торгаши","601057"
"ебанутый сайт!!","626017"
"мне насрать Я печатаю","626017"
"мамку попроси, лучше не найдешь","631556"
"мне кажеться или тебе не стоит бить програмистом","642340"
"в гугле - забанили? https://msdn.microsoft.com/ru-ru/library/w1702h4a.aspx","637166"
"Конечно, сделаем, а если нужно то завтра ещё презентацию добавим","637533"
"Мда, сверх ум )","603668"
"Может неприятно будет слышать, но гавнокодишь.
К тому же в методе createArrayOfXValues ты присваиваешь y значение массива. Зачем и что ты этим хочешь добиться?","633975"
"Совсем охамели, малолетки..","632962"
"@Grundy, простите, вы тупой? Ещё один добавил вопрос в сообщение: ""Как сделать, чтобы скрипт определил по какой формуле решать его?""","637742"
"предлагаю тебе свалить, если не знаешь как ответить, тематика верная если ты до того туп то тебе не понять!","646253"
"предлагаю тебе свалить, если не знаешь как ответить, тематика верная если ты до того туп то тебе не понять!","646253"
"@Yuri, та пошли все в одно место. Пусть хоть банят","637742"
"Годлайк ваш гавно, кстати","634246"
"Что это за чушь?","634246"
"И посоветую вам обратить внимание на свою руку, чтобы она в дальнейшем не занималась рукоблудством","642671"
"Да ты БОГ! написал мои слова с нумерацией!","646581"
"А все тем, кто ставил минусики такие же маленькие писюны в попу засуньте ))00 :)
Всего доброго!","644284"
"Да вам документацию читать и читать!","642410"
"@Yuri спасибо. Просто первый коммент вообще выбесил. Изначально добавил исполняемый код и такие глупые замечания.","636174"
"@Other а поставить  !important; религия не позволяет?","640418"
"Данный вопрос следует закрыть, потому что забыто волшебное слово ""бегом!"".","643151"
"Данный вопрос следует закрыть, потому что забыто волшебное слово ""бегом!""","642847"
"Данный вопрос следует закрыть, потому что забыто волшебное слово ""бегом!""","643495"
"@br3t  у ТСа обострённая плагинопаронойя с ярко выраженным симптомами упорного игнорирования мануалов и манией изобретения костылей. Советы юзать плагины он принимает за оскорбление ;)","642671"
"По-моему, аморально воровать чужой труд, а защищаться от воровства - НЕ аморально, это нормально. Причем тут чья-то свобода? Я что, запрещаю кому то говорить в интернете то, что он хочет? Нет, я трачу свое время, пишу статьи, а кто-то их просто крадет, и сует на свой сайт, и в 90% случаев даже ссылки не ставит, а выдает за свое.","14926"
"@E_p Вы вообще адекватный человек? Написано ""пример"". 
Вы, вместо того, чтобы языком чесать, возьмите и напишите свой пример, где будут учтены все условия (соединение через pdo, проверка аутентификации, проверка данных на инъекцию и т.п.).
Время свое цените? А я ценю, написал вполне рабочий пример - а нужны плюхи- сами курите мануалы и делайте по стандарту.
Критики сраные.","639875"
"предлагаю тебе свалить, если не знаешь как ответить, тематика верная если ты до того туп то тебе не понять!","646253"
"Кто вообще понял эту херь? Че он вообще хочет?","639390"
"вы верстаете сайт с проститутками?","641423"
"Петросянить изволим?","643006"
"как видите на данном ресурсе не понимают ни в вопроса ни в ответах по ВП/СЕО. Рекомендую спрашивать на других? специализированных. Например на [сёрче](http://searchengines.guru/)","633960"
"@Elena во-первых, ненужно мне тыкать, женщина, а во вторых - читай описание вопросов и понимай их суть, а не смотри только на заголовки.","640387"
"[Давайте я поищу за вас](https://google.gik-team.com/?q=sql+cte).","642272"
"@vp_arth, А как по вашему документация Java oracle работает? тоже папки создают и файлы пихают туда? по 1000000 штук. Не тормозит ведь ничего. А знаешь почему у них не тормозит?

Потому что они опытные разработчики чем вы. И всякие тупые идеи с папками и файлами у них в голову не лезут. По насоветуете тут всякой ерунды...Если не знаешь то лучше идите мимо. Не надо мусорить мою тему. Я лучше подожду неделю и кто - нибудь да ответит. 

Моей теме всего пару часов а у нее уже 4 минуса, щяс еще один получу и закроют. Все из - за вас. Сами ничо не знаете и другим советы даете","635637"
"А все тем, кто ставил минусики такие же маленькие писюны в попу засуньте ))00 :)
Всего доброго!","644284"
"nu idi naxuy dolboyob","645256"
"@jfs, ты давай не дерзи мне тут. Я бы понял твою позицию если бы речь шла об авторстве. Этому сниппету сто лет в обед, он есть в каждом первом результате поиска.","645269"
"Если я начинающий парикмахер, то я либо буду упражняться на коте, либо, если надо профессионально сделать, найму спеца. И продолжу упражняться на коте.","635637"
"@Other упражняйтесь на манекенах и не мучайте, пожалуйста, кота!","635637"
"Создаёте папочки, в них раскладываете файлики, с расширениями соответствующими, `.java` например. Ходите по папочкам, открываете файлики в редакторе с подсветкой синтаксиса. Notepad++ или Sublime, неважно.","635637"
"Вот это как раз ни о чем. Бред в общем. Даже вред.","634082"
"Годлайк ваш гавно, кстати","634246"
"@Vadizar, а если подумать?","635888"
"цитрамон, анальгин","640227"
"Вы пробовали искать ответ на свой вопрос в гугле или в учебнике mysql?","635841"
"Вы втираете мне какую - то дичь. Я всегда так передавал данные и нормально передавалось.

Не верите? создайте проект с 2 активити и вызовите их.

Проблема кроется в другом. Данный фрагмент находится в контейнере Текущего Активити. Если прописать в фрагменте startactivity Home то запустится Home и в resume будет цифра 2. Но мне это не надо поэтому я прописал `android:launchMode=""singleTop""` В итоге я вообще ничего не получаю. `Мне только  один экземпляр Home нужен`","641381"
"Это задание для участников или есть какой-то конкретный вопрос?","636253"
"Сами переписать пробовали?","640291"
"лучше убиться об стену тупым спамерам","645979"
"@Vadizar, так вот именно ты читай и внимай и суть!","640387"
"@Vadizar, при чем тут ""прикрепить футер "" и ""фон на всю высоту"" ты хоть иногда читай вопросы, прежде чем тыкать на закрытие","640387"
"@Vadizar, и кстати только женщина так может себя вести - минусовать ответы\вопросы ;) так что к тебе тоже можно как к женщине обращаться!","640387"
"Да не надо мне показывать всякие ГС. Такого добра в интеретах навалом. Уже одно название ""роботс для ВП"" говорит что это бред. Ещё раз: Ваш ответ - не только не ответ. Он неправильный и вредный!","634082"
"Чо за блядский сайт! Переврал половину слов! И где, нах, кнопка редактирования или удаления поста?!","651189"
"Если полный ноль, то начинать надо с гугле, попытаться написать свой код, и когда года возникнут трудности,  обратится с конкретным вопросом.","652009"
"У меня есть две машины, сколько нужно ложек сахара в чай если на улице гроза ?","658403"
"4. пойти попить пива","657009"
"@hedgehogues и докапается до каждого, кто дал хоть на каплю не похожий ответ от того, который он хочет видеть","651863"
"@hedgehogues Вы что-нить про наводящие вопросы слышали? В данном случае клиент демонстрирует отсутствие элементарных познаний в области вычислительной математике и полное нежелание в них разбираться. Кстати, а Вы сами то поняли о чем я спрашивал? :)","648369"
"@Grundy 
вы наверное не правильно поняли:
глубоко уважаемый Grundy идите в жопу! :)","648147"
"Вам необходимо срочно ознакомиться с тем, какие виды JOIN бывают, вы несёте ядерную пургу сейчас :)","647403"
"у вас же больше 1000 репутации, как вы можете тут такой оффтоп устраивать? Ладно бы какой-то новичек спросил такой бред, но вы...","472658"
"2 ползунка с показанием суммы, при их передвижении высчитывается итоговая сумма и чтобы работала в мобильной версии","657956"
"Приведите пример вашего ""корявого"" вызова","654851"
"@MaxMikheyenko  ты меня разбудил, я аж обосрался.","653381"
"@VanyaAvchyan если вы любой комментарий воспринимаете как обсёр - ок. Значит обсуждать нечего с вами. Еще один пункт в пользу того, что проще молча минусовать кармофереров","660160"
"В следующий раз подбирай топлесс аватарку пожалуйста.","657536"
"@PavelMayorov Господи, ну какие же тупые люди. HTTP именно поддерживает пакеты динамической длины, поэтому в библиотеках для него есть такие методы, как DownloadString, а в TCP пакеты фиксированного размера, и мне приходится самому реализовывать подобие Content-Length.","657716"
"Мне тоже инетресно да вот человек допустил ошибку ты это заметил но изображаешь безмозглого.","657556"
"@Ипатьев возможно для вас это не новость, но в настояшее время это вы парнокопытное животное... и как уже факт.... вы жуёте!! старайтесь фильтровать ваши коменты","649207"
"Где-то плотину с нубами прорвало чтоль?","654977"
"@Tachkin, где в окне браузера ""%20""? Отправить запрос на страницу - написать url JSP страницы и посмотреть откроет ли ее браузер?","648044"
"@Dmitriy Simushev спроси сначала нужен ли мне сеттер...  Объект должен создаться конструктором(значение свойства придти аргументом) и единственный метод в прототипе это получить значение его единственного свойства... Все!!!","657028"
"@Grundy 
вы наверное не правильно поняли:
глубоко уважаемый Grundy идите в жопу! :)","648147"
"Чувак, ты гений. Этой фразой ты себя обессмертил. Осталось только придумать как бы сделать так чтобы ментальные инвалиды не допускались к написанию ответов на этом ресурсе","649834"
"Модульные тесты писал? Вот и косякнул )) А так попробуй возвраты методов в консоль вывести (или дебагом посмотри что возвращают). Если компилится, то runtime баги искать та еще морока, потому как неизвестно от куда может что угодно прилететь.","647719"
"смешная ты глубокая обиженка :) Мало наставил минусов по всем ответам, так уже дожился до того, что помогшее решение снимаешь. Ну-ну.. детсад солнышко. :)","632896"
"Где-то плотину с нубами прорвало чтоль?","654977"
"Началооооооось в колхозе утро. Подтянулпсь борцы с инъекциями в спагетти говнокоде.","649804"
"Мда, я думал что здесь умные люди сидят. Ладно, видимо гуглить быстрее, чем ждать здесь ответ.","655790"
"запомните, программисты любят вопросы - ""как сделать"", а не ""я сделал вот (тут тысяча строк кода), как сделать чтобы это работало"". Правильная логика приходит со временем и с огромным трудом, а чтение подобного её часто ломает. Представьте что Вы гимнаст, а Вас просят по часу в день ходить сгорбатившись.","652017"
"сам ты колхозник, иди навоз из своего сарая выгребай, злое, грязное животное","649804"
"бебебе бебебе бебебе","656727"
"Очень просто: берём 2 разные формы и вставляем на одну страницу. [какие вопросы лучше не задавать](https://ru.stackoverflow.com/help/dont-ask)","673423"
"Вообще куда катится эта страна?!","664320"
"Компилировать научись https://imgur.com/a/P2u94","668865"
"вместо цикала `for in` используйте обычный `for(...;...;...)`

`var keyvals=new Array;`, а это ещё что такое? рекомендую взяться за какою-нибудь книгу по js, иначе вы и дальше не будите отличать объекты, словари и хеши от массивов, и не пользоваться многими возможностями языка, упрощающие написание и чтение кода.","103609"
"у вас уже 3 голоса за закрытие. пожалуйста прочитайте вот это внимательно [ask]","667915"
"Разделите задачу на несколько мелких частей, например, как я понял (может и неправильно, я в вебе не шарю) - 1. Парсинг JSON массива 2. Составление таблицы.","671886"
"Мозг не годится?","668155"
"hui sosu v jopu dayi","661417"
"@АлексейШиманский 2) ""К тому же у автора итак установлен данный заголовок и проблема была не в нём"" -> Я и на этот вопрос ответил ""JSON_UNESCAPED_UNICODE"". Так что спасибо за попытки обосрать меня","660160"
"hui sosu v jopu dayi","661417"
"Задача такова: научиться формулировать вопросы на русском языке.","662841"
"@VanyaAvchyan минусуй, если тебе не нравится ответ. Хосподе, как будто с ним стало только хуже, откуда же вы такие беретесь-то.","668103"
